loan_details_key,term,grade,sub_grade,purpose,title,application_type,initial_list_status
7310,60 months,E,E1,house,Home buying,Individual,f
7311,60 months,E,E1,house,Home buying,Individual,w
7312,60 months,E,E1,house,Home buying,Joint App,f
7313,60 months,E,E1,major_purchase,,Individual,w
7314,60 months,E,E1,major_purchase,Business,Individual,f
7315,60 months,E,E1,major_purchase,Debt consolidation,Individual,w
7316,60 months,E,E1,major_purchase,Major purchase,Individual,f
7317,60 months,E,E1,major_purchase,Major purchase,Individual,w
7318,60 months,E,E1,major_purchase,Major purchase,Joint App,f
7319,60 months,E,E1,major_purchase,Major purchase,Joint App,w
7320,60 months,E,E1,medical,,Individual,w
7321,60 months,E,E1,medical,Debt consolidation,Individual,f
7322,60 months,E,E1,medical,Medical expenses,Individual,f
7323,60 months,E,E1,medical,Medical expenses,Individual,w
7324,60 months,E,E1,medical,Medical expenses,Joint App,w
7325,60 months,E,E1,moving,,Individual,w
7326,60 months,E,E1,moving,Moving and relocation,Individual,f
7327,60 months,E,E1,moving,Moving and relocation,Individual,w
7328,60 months,E,E1,moving,Moving and relocation,Joint App,w
7329,60 months,E,E1,other,,Individual,f
7330,60 months,E,E1,other,,Individual,w
7331,60 months,E,E1,other,,Joint App,w
7332,60 months,E,E1,other,Consolidate,Individual,f
7333,60 months,E,E1,other,Credit card refinancing,Individual,w
7334,60 months,E,E1,other,Debt consolidation,Individual,w
7335,60 months,E,E1,other,Other,Individual,f
7336,60 months,E,E1,other,Other,Individual,w
7337,60 months,E,E1,other,Other,Joint App,f
7338,60 months,E,E1,other,Other,Joint App,w
7339,60 months,E,E1,other,wedding,Individual,f
7340,60 months,E,E1,renewable_energy,Green loan,Individual,f
7341,60 months,E,E1,renewable_energy,Green loan,Individual,w
7342,60 months,E,E1,small_business,,Individual,f
7343,60 months,E,E1,small_business,,Individual,w
7344,60 months,E,E1,small_business,Business,Individual,f
7345,60 months,E,E1,small_business,Business,Individual,w
7346,60 months,E,E1,small_business,Business,Joint App,w
7347,60 months,E,E1,small_business,Debt consolidation,Individual,f
7348,60 months,E,E1,small_business,Other,Individual,f
7349,60 months,E,E1,vacation,Debt consolidation,Individual,w
7350,60 months,E,E1,vacation,Vacation,Individual,f
7351,60 months,E,E1,vacation,Vacation,Individual,w
7352,60 months,E,E2,car,,Individual,f
7353,60 months,E,E2,car,Car financing,Individual,f
7354,60 months,E,E2,car,Car financing,Individual,w
7355,60 months,E,E2,car,Car financing,Joint App,f
7356,60 months,E,E2,car,Car financing,Joint App,w
7357,60 months,E,E2,credit_card,,Individual,f
7358,60 months,E,E2,credit_card,,Individual,w
7359,60 months,E,E2,credit_card,Credit Card Consolidation,Individual,w
7360,60 months,E,E2,credit_card,Credit card refinancing,Individual,f
7361,60 months,E,E2,credit_card,Credit card refinancing,Individual,w
7362,60 months,E,E2,credit_card,Credit card refinancing,Joint App,f
7363,60 months,E,E2,credit_card,Credit card refinancing,Joint App,w
7364,60 months,E,E2,credit_card,Debt consolidation,Individual,f
7365,60 months,E,E2,credit_card,Debt consolidation,Individual,w
7366,60 months,E,E2,credit_card,Debtrestructure,Individual,f
7367,60 months,E,E2,credit_card,New Life,Individual,f
7368,60 months,E,E2,debt_consolidation,,Individual,f
7369,60 months,E,E2,debt_consolidation,,Individual,w
7370,60 months,E,E2,debt_consolidation,,Joint App,f
7371,60 months,E,E2,debt_consolidation,,Joint App,w
7372,60 months,E,E2,debt_consolidation,Consolidation,Individual,f
7373,60 months,E,E2,debt_consolidation,Consolidation,Individual,w
7374,60 months,E,E2,debt_consolidation,Credit Card payoff,Individual,f
7375,60 months,E,E2,debt_consolidation,Credit card consolidation,Individual,f
7376,60 months,E,E2,debt_consolidation,Credit card refinancing,Individual,w
7377,60 months,E,E2,debt_consolidation,Debt,Individual,w
7378,60 months,E,E2,debt_consolidation,Debt Be Gone,Individual,f
7379,60 months,E,E2,debt_consolidation,Debt Consolidation,Individual,f
7380,60 months,E,E2,debt_consolidation,Debt Consolidation,Individual,w
7381,60 months,E,E2,debt_consolidation,Debt Consolidation and Refinance,Individual,f
7382,60 months,E,E2,debt_consolidation,Debt Consolodation,Individual,f
7383,60 months,E,E2,debt_consolidation,Debt Free Loan,Individual,f
7384,60 months,E,E2,debt_consolidation,Debt consolidation,Individual,f
7385,60 months,E,E2,debt_consolidation,Debt consolidation,Individual,w
7386,60 months,E,E2,debt_consolidation,Debt consolidation,Joint App,f
7387,60 months,E,E2,debt_consolidation,Debt consolidation,Joint App,w
7388,60 months,E,E2,debt_consolidation,DebtConsol,Individual,f
7389,60 months,E,E2,debt_consolidation,Freedom from debt loan,Individual,f
7390,60 months,E,E2,debt_consolidation,Home buying,Individual,f
7391,60 months,E,E2,debt_consolidation,Home improvement,Individual,w
7392,60 months,E,E2,debt_consolidation,Loan #1,Individual,f
7393,60 months,E,E2,debt_consolidation,Loan Consolidation,Individual,f
7394,60 months,E,E2,debt_consolidation,New Jersey Debt,Individual,f
7395,60 months,E,E2,debt_consolidation,Other,Individual,w
7396,60 months,E,E2,debt_consolidation,Pay Off Debt,Individual,f
7397,60 months,E,E2,debt_consolidation,Personal Loan,Individual,f
7398,60 months,E,E2,debt_consolidation,Personal loan,Individual,f
7399,60 months,E,E2,debt_consolidation,Restructure,Individual,f
7400,60 months,E,E2,debt_consolidation,Tax Debt,Individual,f
7401,60 months,E,E2,debt_consolidation,To pay off all credit card debt.,Individual,f
7402,60 months,E,E2,debt_consolidation,Treading water without a lifeline.,Individual,f
7403,60 months,E,E2,debt_consolidation,consolidation,Individual,f
7404,60 months,E,E2,debt_consolidation,credit card loan,Individual,w
7405,60 months,E,E2,debt_consolidation,debt,Individual,f
7406,60 months,E,E2,debt_consolidation,debt consolidate,Individual,f
7407,60 months,E,E2,home_improvement,,Individual,f
7408,60 months,E,E2,home_improvement,,Individual,w
7409,60 months,E,E2,home_improvement,,Joint App,w
7410,60 months,E,E2,home_improvement,Debt consolidation,Individual,w
7411,60 months,E,E2,home_improvement,Home improvement,Individual,f
7412,60 months,E,E2,home_improvement,Home improvement,Individual,w
7413,60 months,E,E2,home_improvement,Home improvement,Joint App,f
7414,60 months,E,E2,home_improvement,Home improvement,Joint App,w
7415,60 months,E,E2,home_improvement,Other,Individual,w
7416,60 months,E,E2,home_improvement,Other,Joint App,w
7417,60 months,E,E2,home_improvement,Swimming Pool Loan,Individual,f
7418,60 months,E,E2,house,,Individual,w
7419,60 months,E,E2,house,Home buying,Individual,f
7420,60 months,E,E2,house,Home buying,Individual,w
7421,60 months,E,E2,house,Home buying,Joint App,w
7422,60 months,E,E2,major_purchase,,Individual,w
7423,60 months,E,E2,major_purchase,Home improvement,Individual,w
7424,60 months,E,E2,major_purchase,Major purchase,Individual,f
7425,60 months,E,E2,major_purchase,Major purchase,Individual,w
7426,60 months,E,E2,major_purchase,Major purchase,Joint App,w
7427,60 months,E,E2,major_purchase,Other,Individual,f
7428,60 months,E,E2,medical,,Individual,w
7429,60 months,E,E2,medical,Debt consolidation,Individual,w
7430,60 months,E,E2,medical,Medical expenses,Individual,f
7431,60 months,E,E2,medical,Medical expenses,Individual,w
7432,60 months,E,E2,medical,Medical expenses,Joint App,w
7433,60 months,E,E2,moving,,Individual,w
7434,60 months,E,E2,moving,Moving and relocation,Individual,f
7435,60 months,E,E2,moving,Moving and relocation,Individual,w
7436,60 months,E,E2,moving,Moving and relocation,Joint App,f
7437,60 months,E,E2,moving,Moving and relocation,Joint App,w
7438,60 months,E,E2,other,,Individual,f
7439,60 months,E,E2,other,,Individual,w
7440,60 months,E,E2,other,,Joint App,f
7441,60 months,E,E2,other,Debt consolidation,Individual,f
7442,60 months,E,E2,other,Debt consolidation,Individual,w
7443,60 months,E,E2,other,Other,Individual,f
7444,60 months,E,E2,other,Other,Individual,w
7445,60 months,E,E2,other,Other,Joint App,f
7446,60 months,E,E2,other,Other,Joint App,w
7447,60 months,E,E2,other,Pay bills,Individual,f
7448,60 months,E,E2,other,Personal,Individual,f
7449,60 months,E,E2,renewable_energy,Green loan,Individual,f
7450,60 months,E,E2,renewable_energy,Green loan,Individual,w
7451,60 months,E,E2,renewable_energy,Green loan,Joint App,w
7452,60 months,E,E2,small_business,,Individual,f
7453,60 months,E,E2,small_business,,Individual,w
7454,60 months,E,E2,small_business,Business,Individual,f
7455,60 months,E,E2,small_business,Business,Individual,w
7456,60 months,E,E2,small_business,Business,Joint App,w
7457,60 months,E,E2,small_business,Home buying,Individual,w
7458,60 months,E,E2,small_business,New Mail Business,Individual,f
7459,60 months,E,E2,small_business,Seed Money,Individual,w
7460,60 months,E,E2,vacation,Vacation,Individual,f
7461,60 months,E,E2,vacation,Vacation,Individual,w
7462,60 months,E,E2,vacation,Vacation,Joint App,f
7463,60 months,E,E3,car,,Individual,w
7464,60 months,E,E3,car,Car financing,Individual,f
7465,60 months,E,E3,car,Car financing,Individual,w
7466,60 months,E,E3,car,Car financing,Joint App,w
7467,60 months,E,E3,credit_card,,Individual,f
7468,60 months,E,E3,credit_card,,Individual,w
7469,60 months,E,E3,credit_card,Credit Card Debt Freedom,Individual,f
7470,60 months,E,E3,credit_card,Credit card refinancing,Individual,f
7471,60 months,E,E3,credit_card,Credit card refinancing,Individual,w
7472,60 months,E,E3,credit_card,Credit card refinancing,Joint App,f
7473,60 months,E,E3,credit_card,Credit card refinancing,Joint App,w
7474,60 months,E,E3,credit_card,Debt consolidation,Individual,w
7475,60 months,E,E3,credit_card,Vacation,Individual,f
7476,60 months,E,E3,debt_consolidation,,Individual,f
7477,60 months,E,E3,debt_consolidation,,Individual,w
7478,60 months,E,E3,debt_consolidation,,Joint App,f
7479,60 months,E,E3,debt_consolidation,,Joint App,w
7480,60 months,E,E3,debt_consolidation,Beach Bum,Individual,f
7481,60 months,E,E3,debt_consolidation,CC_Consolidation,Individual,f
7482,60 months,E,E3,debt_consolidation,Consolidation,Individual,w
7483,60 months,E,E3,debt_consolidation,Credit card refinancing,Individual,f
7484,60 months,E,E3,debt_consolidation,Credit card refinancing,Individual,w
7485,60 months,E,E3,debt_consolidation,Debt Conosol Loan,Individual,f
7486,60 months,E,E3,debt_consolidation,Debt Consolidation,Individual,f
7487,60 months,E,E3,debt_consolidation,Debt Consolidation,Individual,f
7488,60 months,E,E3,debt_consolidation,Debt Consolidation of Credit Card Debt,Individual,w
7489,60 months,E,E3,debt_consolidation,Debt consolidation,Individual,f
7490,60 months,E,E3,debt_consolidation,Debt consolidation,Individual,w
7491,60 months,E,E3,debt_consolidation,Debt consolidation,Joint App,f
7492,60 months,E,E3,debt_consolidation,Debt consolidation,Joint App,w
7493,60 months,E,E3,debt_consolidation,Fresh Start,Individual,w
7494,60 months,E,E3,debt_consolidation,Help is on the way!,Individual,f
7495,60 months,E,E3,debt_consolidation,High Interest Debt Loan,Individual,w
7496,60 months,E,E3,debt_consolidation,Home improvement,Individual,f
7497,60 months,E,E3,debt_consolidation,Home improvement,Individual,w
7498,60 months,E,E3,debt_consolidation,Make One Payment for All bills,Individual,w
7499,60 months,E,E3,debt_consolidation,Medical expenses,Individual,w
7500,60 months,E,E3,debt_consolidation,Moving and relocation,Individual,w
7501,60 months,E,E3,debt_consolidation,My new loan,Individual,w
7502,60 months,E,E3,debt_consolidation,Opportunity for a fresh start,Individual,f
7503,60 months,E,E3,debt_consolidation,Payoff,Individual,f
7504,60 months,E,E3,debt_consolidation,The Right One,Individual,w
7505,60 months,E,E3,debt_consolidation,bill loan,Individual,f
7506,60 months,E,E3,debt_consolidation,debt/kansas,Individual,f
7507,60 months,E,E3,debt_consolidation,one payment,Individual,w
7508,60 months,E,E3,debt_consolidation,pay off,Individual,w
7509,60 months,E,E3,home_improvement,,Individual,f
7510,60 months,E,E3,home_improvement,,Individual,w
7511,60 months,E,E3,home_improvement,Credit card refinancing,Individual,w
7512,60 months,E,E3,home_improvement,Debt consolidation,Individual,f
7513,60 months,E,E3,home_improvement,Debt consolidation,Individual,w
7514,60 months,E,E3,home_improvement,Home improvement,Individual,f
7515,60 months,E,E3,home_improvement,Home improvement,Individual,w
7516,60 months,E,E3,home_improvement,Home improvement,Joint App,f
7517,60 months,E,E3,home_improvement,Home improvement,Joint App,w
7518,60 months,E,E3,home_improvement,Shop,Individual,f
7519,60 months,E,E3,house,,Individual,w
7520,60 months,E,E3,house,Home buying,Individual,f
7521,60 months,E,E3,house,Home buying,Individual,w
7522,60 months,E,E3,house,Home buying,Joint App,f
7523,60 months,E,E3,house,Home buying,Joint App,w
7524,60 months,E,E3,house,Home loan,Individual,f
7525,60 months,E,E3,major_purchase,,Individual,w
7526,60 months,E,E3,major_purchase,Major purchase,Individual,f
7527,60 months,E,E3,major_purchase,Major purchase,Individual,w
7528,60 months,E,E3,major_purchase,Major purchase,Joint App,f
7529,60 months,E,E3,major_purchase,Major purchase,Joint App,w
7530,60 months,E,E3,medical,,Individual,w
7531,60 months,E,E3,medical,Medical expenses,Individual,f
7532,60 months,E,E3,medical,Medical expenses,Individual,w
7533,60 months,E,E3,medical,Medical expenses,Joint App,w
7534,60 months,E,E3,moving,,Individual,w
7535,60 months,E,E3,moving,Moving and relocation,Individual,f
7536,60 months,E,E3,moving,Moving and relocation,Individual,w
7537,60 months,E,E3,moving,Moving and relocation,Joint App,w
7538,60 months,E,E3,other,,Individual,f
7539,60 months,E,E3,other,,Individual,w
7540,60 months,E,E3,other,Debt consolidation,Individual,w
7541,60 months,E,E3,other,Football,Individual,f
7542,60 months,E,E3,other,Other,Individual,f
7543,60 months,E,E3,other,Other,Individual,w
7544,60 months,E,E3,other,Other,Joint App,f
7545,60 months,E,E3,other,Other,Joint App,w
7546,60 months,E,E3,other,retry for loan,Individual,f
7547,60 months,E,E3,renewable_energy,Green loan,Individual,f
7548,60 months,E,E3,renewable_energy,Green loan,Individual,w
7549,60 months,E,E3,small_business,,Individual,w
7550,60 months,E,E3,small_business,Business,Individual,f
7551,60 months,E,E3,small_business,Business,Individual,w
7552,60 months,E,E3,small_business,Business,Joint App,f
7553,60 months,E,E3,small_business,Business,Joint App,w
7554,60 months,E,E3,vacation,,Individual,f
7555,60 months,E,E3,vacation,,Individual,w
7556,60 months,E,E3,vacation,Vacation,Individual,f
7557,60 months,E,E3,vacation,Vacation,Individual,w
7558,60 months,E,E3,vacation,Vacation,Joint App,f
7559,60 months,E,E3,vacation,Vacation,Joint App,w
7560,60 months,E,E4,car,,Individual,w
7561,60 months,E,E4,car,Car financing,Individual,f
7562,60 months,E,E4,car,Car financing,Individual,w
7563,60 months,E,E4,car,Car financing,Joint App,w
7564,60 months,E,E4,credit_card,,Individual,f
7565,60 months,E,E4,credit_card,,Individual,w
7566,60 months,E,E4,credit_card,,Joint App,w
7567,60 months,E,E4,credit_card,Consolidation,Individual,w
7568,60 months,E,E4,credit_card,Credit Card Pay Off,Individual,w
7569,60 months,E,E4,credit_card,Credit card refinancing,Individual,f
7570,60 months,E,E4,credit_card,Credit card refinancing,Individual,w
7571,60 months,E,E4,credit_card,Credit card refinancing,Joint App,f
7572,60 months,E,E4,credit_card,Credit card refinancing,Joint App,w
7573,60 months,E,E4,credit_card,Debt consolidation,Individual,f
7574,60 months,E,E4,credit_card,Debt consolidation,Individual,w
7575,60 months,E,E4,credit_card,Other,Individual,f
7576,60 months,E,E4,debt_consolidation,,Individual,f
7577,60 months,E,E4,debt_consolidation,,Individual,w
7578,60 months,E,E4,debt_consolidation,,Joint App,w
7579,60 months,E,E4,debt_consolidation,Better overall,Individual,f
7580,60 months,E,E4,debt_consolidation,Blessing,Individual,f
7581,60 months,E,E4,debt_consolidation,Car financing,Individual,w
7582,60 months,E,E4,debt_consolidation,Credit card refinancing,Individual,f
7583,60 months,E,E4,debt_consolidation,Credit card refinancing,Individual,w
7584,60 months,E,E4,debt_consolidation,Debt Consolidation,Individual,f
7585,60 months,E,E4,debt_consolidation,Debt Consolidation,Individual,w
7586,60 months,E,E4,debt_consolidation,Debt Consolidation Loan,Individual,f
7587,60 months,E,E4,debt_consolidation,Debt Free,Individual,f
7588,60 months,E,E4,debt_consolidation,Debt Reducer,Individual,f
7589,60 months,E,E4,debt_consolidation,Debt consolidation,Individual,f
7590,60 months,E,E4,debt_consolidation,Debt consolidation,Individual,w
7591,60 months,E,E4,debt_consolidation,Debt consolidation,Joint App,f
7592,60 months,E,E4,debt_consolidation,Debt consolidation,Joint App,w
7593,60 months,E,E4,debt_consolidation,Free from Debt,Individual,f
7594,60 months,E,E4,debt_consolidation,Freedom,Individual,f
7595,60 months,E,E4,debt_consolidation,Home Bills,Individual,w
7596,60 months,E,E4,debt_consolidation,Home improvement,Individual,f
7597,60 months,E,E4,debt_consolidation,Home improvement,Individual,w
7598,60 months,E,E4,debt_consolidation,New year present,Individual,f
7599,60 months,E,E4,debt_consolidation,Other,Individual,w
7600,60 months,E,E4,debt_consolidation,Outta Debt,Individual,w
7601,60 months,E,E4,debt_consolidation,consolidation,Individual,f
7602,60 months,E,E4,debt_consolidation,debt payoff,Individual,f
7603,60 months,E,E4,debt_consolidation,debtfree,Individual,f
7604,60 months,E,E4,debt_consolidation,good bye credit cards,Individual,w
7605,60 months,E,E4,debt_consolidation,personal loan,Individual,f
7606,60 months,E,E4,home_improvement,,Individual,f
7607,60 months,E,E4,home_improvement,,Individual,w
7608,60 months,E,E4,home_improvement,,Joint App,w
7609,60 months,E,E4,home_improvement,Debt consolidation,Individual,w
7610,60 months,E,E4,home_improvement,Home Projects,Individual,w
7611,60 months,E,E4,home_improvement,Home improvement,Individual,f
7612,60 months,E,E4,home_improvement,Home improvement,Individual,w
7613,60 months,E,E4,home_improvement,Home improvement,Joint App,f
7614,60 months,E,E4,home_improvement,Home improvement,Joint App,w
7615,60 months,E,E4,home_improvement,Major purchase,Individual,w
7616,60 months,E,E4,home_improvement,Other,Individual,w
7617,60 months,E,E4,house,,Individual,w
7618,60 months,E,E4,house,Home buying,Individual,f
7619,60 months,E,E4,house,Home buying,Individual,w
7620,60 months,E,E4,house,Home buying,Joint App,w
7621,60 months,E,E4,major_purchase,,Individual,f
7622,60 months,E,E4,major_purchase,,Individual,w
7623,60 months,E,E4,major_purchase,Loan,Individual,f
7624,60 months,E,E4,major_purchase,Major purchase,Individual,f
7625,60 months,E,E4,major_purchase,Major purchase,Individual,w
7626,60 months,E,E4,major_purchase,Major purchase,Joint App,f
7627,60 months,E,E4,major_purchase,Major purchase,Joint App,w
7628,60 months,E,E4,medical,,Individual,w
7629,60 months,E,E4,medical,,Joint App,w
7630,60 months,E,E4,medical,Consolidation,Individual,f
7631,60 months,E,E4,medical,Medical expenses,Individual,f
7632,60 months,E,E4,medical,Medical expenses,Individual,w
7633,60 months,E,E4,medical,Medical expenses,Joint App,f
7634,60 months,E,E4,medical,Medical expenses,Joint App,w
7635,60 months,E,E4,moving,Moving and relocation,Individual,f
7636,60 months,E,E4,moving,Moving and relocation,Individual,w
7637,60 months,E,E4,moving,Moving and relocation,Joint App,w
7638,60 months,E,E4,other,,Individual,f
7639,60 months,E,E4,other,,Individual,w
7640,60 months,E,E4,other,Debt consolidation,Individual,f
7641,60 months,E,E4,other,Debt consolidation,Individual,w
7642,60 months,E,E4,other,Medical expenses,Individual,w
7643,60 months,E,E4,other,New beginning,Individual,f
7644,60 months,E,E4,other,Other,Individual,f
7645,60 months,E,E4,other,Other,Individual,w
7646,60 months,E,E4,other,Other,Joint App,f
7647,60 months,E,E4,other,Other,Joint App,w
7648,60 months,E,E4,other,Personal Loan,Individual,w
7649,60 months,E,E4,renewable_energy,,Individual,w
7650,60 months,E,E4,renewable_energy,Green loan,Individual,f
7651,60 months,E,E4,renewable_energy,Green loan,Individual,w
7652,60 months,E,E4,small_business,,Individual,w
7653,60 months,E,E4,small_business,Business,Individual,f
7654,60 months,E,E4,small_business,Business,Individual,w
7655,60 months,E,E4,small_business,Business,Joint App,w
7656,60 months,E,E4,vacation,,Individual,w
7657,60 months,E,E4,vacation,Vacation,Individual,f
7658,60 months,E,E4,vacation,Vacation,Individual,w
7659,60 months,E,E5,car,,Individual,w
7660,60 months,E,E5,car,Car financing,Individual,f
7661,60 months,E,E5,car,Car financing,Individual,w
7662,60 months,E,E5,car,Car financing,Joint App,f
7663,60 months,E,E5,car,Car financing,Joint App,w
7664,60 months,E,E5,car,Major purchase,Individual,f
7665,60 months,E,E5,credit_card,,Individual,f
7666,60 months,E,E5,credit_card,,Individual,w
7667,60 months,E,E5,credit_card,,Joint App,w
7668,60 months,E,E5,credit_card,Credit card refinancing,Individual,f
7669,60 months,E,E5,credit_card,Credit card refinancing,Individual,w
7670,60 months,E,E5,credit_card,Credit card refinancing,Joint App,f
7671,60 months,E,E5,credit_card,Credit card refinancing,Joint App,w
7672,60 months,E,E5,credit_card,Debt consolidation,Individual,f
7673,60 months,E,E5,credit_card,Debt consolidation,Individual,w
7674,60 months,E,E5,credit_card,Debt consolidation,Joint App,w
7675,60 months,E,E5,credit_card,Stop the bleeding,Individual,f
7676,60 months,E,E5,credit_card,refi,Individual,f
7677,60 months,E,E5,debt_consolidation,,Individual,f
7678,60 months,E,E5,debt_consolidation,,Individual,w
7679,60 months,E,E5,debt_consolidation,,Joint App,f
7680,60 months,E,E5,debt_consolidation,,Joint App,w
7681,60 months,E,E5,debt_consolidation,CREDIT CARD,Individual,w
7682,60 months,E,E5,debt_consolidation,CREDIT CARD PAY OFF,Individual,w
7683,60 months,E,E5,debt_consolidation,Consolidation,Individual,w
7684,60 months,E,E5,debt_consolidation,Credit card refinancing,Individual,w
7685,60 months,E,E5,debt_consolidation,Debt Consolodation,Individual,w
7686,60 months,E,E5,debt_consolidation,Debt consolidation,Individual,f
7687,60 months,E,E5,debt_consolidation,Debt consolidation,Individual,w
7688,60 months,E,E5,debt_consolidation,Debt consolidation,Joint App,f
7689,60 months,E,E5,debt_consolidation,Debt consolidation,Joint App,w
7690,60 months,E,E5,debt_consolidation,Home improvement,Individual,w
7691,60 months,E,E5,debt_consolidation,Loan Consolidation,Individual,f
7692,60 months,E,E5,debt_consolidation,Major purchase,Individual,w
7693,60 months,E,E5,debt_consolidation,Other,Individual,w
7694,60 months,E,E5,debt_consolidation,Reconcile Credit Cards,Individual,w
7695,60 months,E,E5,debt_consolidation,Relief,Individual,f
7696,60 months,E,E5,debt_consolidation,debt consolidation,Individual,w
7697,60 months,E,E5,debt_consolidation,getting smarter,Individual,w
7698,60 months,E,E5,debt_consolidation,refi,Individual,f
7699,60 months,E,E5,debt_consolidation,second chance,Individual,f
7700,60 months,E,E5,home_improvement,,Individual,f
7701,60 months,E,E5,home_improvement,,Individual,w
7702,60 months,E,E5,home_improvement,Debt consolidation,Individual,f
7703,60 months,E,E5,home_improvement,Home Improvement Loan,Individual,f
7704,60 months,E,E5,home_improvement,Home improvement,Individual,f
7705,60 months,E,E5,home_improvement,Home improvement,Individual,w
7706,60 months,E,E5,home_improvement,Home improvement,Joint App,f
7707,60 months,E,E5,home_improvement,Home improvement,Joint App,w
7708,60 months,E,E5,house,,Joint App,w
7709,60 months,E,E5,house,Home buying,Individual,f
7710,60 months,E,E5,house,Home buying,Individual,w
7711,60 months,E,E5,house,Home buying,Joint App,w
7712,60 months,E,E5,major_purchase,,Individual,w
7713,60 months,E,E5,major_purchase,Major purchase,Individual,f
7714,60 months,E,E5,major_purchase,Major purchase,Individual,w
7715,60 months,E,E5,major_purchase,Major purchase,Joint App,w
7716,60 months,E,E5,medical,,Individual,f
7717,60 months,E,E5,medical,,Individual,w
7718,60 months,E,E5,medical,Medical,Individual,f
7719,60 months,E,E5,medical,Medical expenses,Individual,f
7720,60 months,E,E5,medical,Medical expenses,Individual,w
7721,60 months,E,E5,medical,Medical expenses,Joint App,f
7722,60 months,E,E5,medical,Medical expenses,Joint App,w
7723,60 months,E,E5,moving,Moving and relocation,Individual,f
7724,60 months,E,E5,moving,Moving and relocation,Individual,w
7725,60 months,E,E5,moving,Moving and relocation,Joint App,w
7726,60 months,E,E5,other,,Individual,w
7727,60 months,E,E5,other,Debt consolidation,Individual,f
7728,60 months,E,E5,other,Debt consolidation,Individual,w
7729,60 months,E,E5,other,Other,Individual,f
7730,60 months,E,E5,other,Other,Individual,w
7731,60 months,E,E5,other,Other,Joint App,f
7732,60 months,E,E5,other,Other,Joint App,w
7733,60 months,E,E5,other,Payoff a loan,Individual,w
7734,60 months,E,E5,other,Wedding Loan,Individual,w
7735,60 months,E,E5,other,debt consolidate,Individual,w
7736,60 months,E,E5,renewable_energy,Green loan,Individual,f
7737,60 months,E,E5,renewable_energy,Green loan,Individual,w
7738,60 months,E,E5,renewable_energy,Green loan,Joint App,f
7739,60 months,E,E5,renewable_energy,Green loan,Joint App,w
7740,60 months,E,E5,small_business,,Individual,f
7741,60 months,E,E5,small_business,,Individual,w
7742,60 months,E,E5,small_business,Business,Individual,f
7743,60 months,E,E5,small_business,Business,Individual,w
7744,60 months,E,E5,small_business,Business,Joint App,f
7745,60 months,E,E5,small_business,Business,Joint App,w
7746,60 months,E,E5,small_business,Loan for Business Opening VERY SOON,Individual,f
7747,60 months,E,E5,vacation,Vacation,Individual,f
7748,60 months,E,E5,vacation,Vacation,Individual,w
7749,60 months,E,E5,vacation,Vacation,Joint App,w
7750,60 months,F,F1,car,,Individual,f
7751,60 months,F,F1,car,Car financing,Individual,f
7752,60 months,F,F1,car,Car financing,Individual,w
7753,60 months,F,F1,car,Car financing,Joint App,w
7754,60 months,F,F1,car,loan,Individual,f
7755,60 months,F,F1,credit_card,,Individual,f
7756,60 months,F,F1,credit_card,,Individual,w
7757,60 months,F,F1,credit_card,Credit card refinancing,Individual,f
7758,60 months,F,F1,credit_card,Credit card refinancing,Individual,w
7759,60 months,F,F1,credit_card,Credit card refinancing,Joint App,f
7760,60 months,F,F1,credit_card,Credit card refinancing,Joint App,w
7761,60 months,F,F1,credit_card,Debt consolidation,Individual,f
7762,60 months,F,F1,credit_card,Debt consolidation,Individual,w
7763,60 months,F,F1,credit_card,One payment a month,Individual,f
7764,60 months,F,F1,credit_card,credit,Individual,f
7765,60 months,F,F1,debt_consolidation,,Individual,f
7766,60 months,F,F1,debt_consolidation,,Individual,w
7767,60 months,F,F1,debt_consolidation,,Joint App,f
7768,60 months,F,F1,debt_consolidation,,Joint App,w
7769,60 months,F,F1,debt_consolidation,Business,Individual,f
7770,60 months,F,F1,debt_consolidation,Credit Card Consolidation,Individual,w
7771,60 months,F,F1,debt_consolidation,Credit card refinancing,Individual,w
7772,60 months,F,F1,debt_consolidation,Debt Consolidation,Individual,f
7773,60 months,F,F1,debt_consolidation,Debt consolidation,Individual,f
7774,60 months,F,F1,debt_consolidation,Debt consolidation,Individual,w
7775,60 months,F,F1,debt_consolidation,Debt consolidation,Joint App,f
7776,60 months,F,F1,debt_consolidation,Debt consolidation,Joint App,w
7777,60 months,F,F1,debt_consolidation,Home buying,Individual,f
7778,60 months,F,F1,debt_consolidation,Home buying,Individual,w
7779,60 months,F,F1,debt_consolidation,Home improvement,Individual,w
7780,60 months,F,F1,debt_consolidation,Major purchase,Individual,w
7781,60 months,F,F1,debt_consolidation,Releif,Individual,w
7782,60 months,F,F1,debt_consolidation,Sign of Relief,Individual,w
7783,60 months,F,F1,debt_consolidation,debt consolidation,Individual,w
7784,60 months,F,F1,debt_consolidation,"pay of personal loans, credit cards debt",Individual,f
7785,60 months,F,F1,debt_consolidation,payoff current loan/business expansion,Individual,f
7786,60 months,F,F1,home_improvement,,Individual,f
7787,60 months,F,F1,home_improvement,,Individual,w
7788,60 months,F,F1,home_improvement,Home improvement,Individual,f
7789,60 months,F,F1,home_improvement,Home improvement,Individual,w
7790,60 months,F,F1,home_improvement,Home improvement,Joint App,w
7791,60 months,F,F1,home_improvement,kitchen / appliances / dining,Individual,f
7792,60 months,F,F1,house,Home buying,Individual,f
